Id,Name,Caption__c,DynamicOperationType__c,DynamicOperation__c,Hidden__c,Hint__c,Parent__c,Position__c,RepeatSourceValue__c,Required__c,SurveyVersion__c,Test_Dynamic_Operations__c,Type__c
a0R8Y00000qxo3CUAQ,should_s6_show,Should Re-locating the Household Show? - Calculation,Calculation,"if ( ( tw.drill_down.is_available_pulled_down.value == null || tw.drill_down.is_18_available_pulled_down.value == null ) &amp;&amp; tw.locating_the_household.available_yes_no.value == ""Oui [Ndiyo]"" )
{ tw.calculating_relocation.should_s6_show.value = ""True"" ; }

else if ( tw.drill_down.is_nah_revisit_calculation.value == ""True2"" &amp;&amp; tw.locating_the_household.available_yes_no.value == ""Oui [Ndiyo]"" )
 { tw.calculating_relocation.should_s6_show.value = ""True"" ; } 

else if ( tw.locating_the_household.abandoned_yes_no.value == ""Non [Hapana]"" )
 { tw.calculating_relocation.should_s6_show.value = ""True"" ; } 

else { tw.calculating_relocation.should_s6_show.value = ""False"" ; }",True,,a0R8Y00000qxoOZUAY,3,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3DUAQ,hide_fraud_detection,Hide Fraud Detection? - Calculation,Calculation,"if ( tw.participation_and_consent.above_18_other_later_yes_no.value == ""Non [Hapana]"" || tw.participation_and_consent.refusing_yes_no.value == ""Non [Hapana]"" || tw.hh_presence.terminate_yes_no.value == ""Non/Je ne sais pas [Hapana/Sijuwe]"" ) 
{ tw.calculating_relocation.hide_fraud_detection.value = ""True"" ; }

else { tw.calculating_relocation.hide_fraud_detection.value = ""False"" ; }",True,,a0R8Y00000qxoOZUAY,4,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3JUAQ,house_pic_yes_no,LIRE À L'ENQUETE: [SOMA KUFANYA:],,,False,,a0R8Y00000qxoOdUAI,8,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3EUAQ,test_2,Ou est ce/ces jeune(s)? [Kijana huyu yuko wapi?],Validation,"var noReasonProvided = tw.relocating.test_2.value.contains(""Je ne sais pas [Sijui]""); 

var otherReasonProvided = tw.relocating.test_2.value.contains(""Au boulot [Kazini]"") || tw.relocating.test_2.value.contains(""L\’école [Shuleni]"") || tw.relocating.test_2.value.contains(""Vient de sortir [Imetoka tu]"") || tw.relocating.test_2.value.contains(""En dehors de la ville [Inje ya muji]"") || tw.relocating.test_2.value.contains(""Autre [Yengine]"" ) ;

if (noReasonProvided &amp;&amp; otherReasonProvided) 

{ throw ""Vous avez sélectionné la réponse Je ne sais pas et une autre reponse! [Ulichagua Sijui na jibu yengine!]""; }",False,"Choisissez plusieurs localités si plus d'un jeune n'était pas disponible ET non enregistré dans le cahier OU la fiche de recensement.

[Chagua mafasi nyingi kama kijana hakukua NA kama haandikiwe katika buku la sensa AO kitambulisho la sensa.]",a0R8Y00000qxoObUAI,2,,True,a0e8Y00000IZYo5QAH,False,checkbox
a0R8Y00000qxo3FUAQ,youth_revisit_time_updated,"Si nous souhaitons rencontrer ce ou cette jeune(s), quand pourrions-nous le faire? [Ikiwa tunataka kutembelea kijana huyu nyumbani anaweza kuwa apa nyumbani wakati gani?]",Validation,"var noReasonProvided = tw.relocating.youth_revisit_time_updated.value.contains(""Je ne sais pas [Sijui]""); 

var otherReasonProvided = tw.relocating.youth_revisit_time_updated.value.contains(""Matin en semaine [Asubuyi siku la juma]"") || tw.relocating.youth_revisit_time_updated.value.contains(""Après-midi en semaine [Kisha mchana siku la juma]"") || tw.relocating.youth_revisit_time_updated.value.contains(""Samedi matin [Jumamosi asubuyi]"") || tw.relocating.youth_revisit_time_updated.value.contains(""Samedi après-midi [Jumamosi kisha mchana]"") || tw.relocating.youth_revisit_time_updated.value.contains(""Dimanche matin [Jumapili asubuyi]"") || tw.relocating.youth_revisit_time_updated.value.contains(""Dimanche après-midi [Jumapili kisha mchana]"") || tw.relocating.youth_revisit_time_updated.value.contains(""A partir d'une date précise (sélectionner dans la question suivante) [Kwa tarehe ijulikanayo (changua ndani ya swali ifuuatao)]"") ; 

if (noReasonProvided &amp;&amp; otherReasonProvided) { throw ""Vous avez sélectionné la réponse Je ne sais pas et une autre reponse! [Ulichagua Sijui na jibu yengine!]""; }",False,,a0R8Y00000qxoObUAI,4,,True,a0e8Y00000IZYo5QAH,False,checkbox
a0R8Y00000qxo3GUAQ,read,LIRE À L'ENQUETE: [SOMA KUFANYA:],,,False,"Pour que nous sachions que votre ménage a déjà été recensé, nous aimerions lui donner un numéro d'identification. Permettez-vous que nous écrivions ce numéro SUR votre porte? Ce numéro ne signifie pas que vous recevrez quoi que ce soit ou que vous ferez partie d'un projet de l'ITM ; c'est juste pour des raisons d’enregistrement afin d’être en mesure de vérifier ce ménage pour des projets potentiels. 

[Kwa habari zaidi, bonyeza hapa kusoma nakala, tungependa kuwapa familia yako nambari ya kitambulisho. Je! Unakubali kutuandika nambari hii kwenye MTANDAO wa mlango wako? Nambari hii haimaanishi kwamba utapokea chochote au sehemu ya mradi wa ITM; ni kwa rekodi yetu wenyewe na inawezekana kuthibitisha kaya hii kwa miradi inayowezekana.]",a0R8Y00000qxoOdUAI,1,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3HUAQ,should_flyer_token_show,Should Flyer Token Show? - Calculation,Calculation,"if ( tw.relocating_hh.read.value == ""Non [Hapana]"" ) { tw.relocating_hh.should_flyer_token_show.value = ""True"" ; }

else if ( tw.participation_and_consent.family_or_renter_calc.value == ""False"" || tw.participation_and_consent.above_18_yes_no.value == ""Personne n'a 18 ou plus [Hakuna mtu aliye na miaka 18+]"" || tw.participation_and_consent.refusing_yes_no.value == ""Non [Hapana]"" || tw.hh_presence.terminate_yes_no.value == ""Non/Je ne sais pas [Hapana/Sijuwe]"" || tw.calculating_relocation.needs_token_not_abandoned_calculation.value == ""True"" ) 
 { tw.relocating_hh.should_flyer_token_show.value = ""True"" ; }

else  { tw.relocating_hh.should_flyer_token_show.value = ""False"" ; }",True,,a0R8Y00000qxoOdUAI,2,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3IUAQ,token_confirm,"Veuillez conﬁrmer que vous avez écrit le numéro d’identification sur la porte ou sur le dépliant: [Tafadhali, kahikisha umeandika namba ya kitambulisho ya nyumba kwenye mlango:]",Validation,"if (tw.relocating_hh.token_confirm.value != ""Oui [Ndiyo]"") {throw ""Chaque ménage recensé doit recevoir un numéro d’identification. [Kila nyumba iliyo fatwa anapashwa pokean nambari ya ishara.]"" ;}",False,,a0R8Y00000qxoOdUAI,6,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3KUAQ,feels_unsafe_end_early,Feels Unsafe & End Early? - Calculation,Calculation,"if ( tw.participation_and_consent.fo_upfront_security.value == ""Non [Hapana]"" &amp;&amp; tw.participation_and_consent.fo_upfront_leave_yes_no.value == ""Oui [Ndiyo]"" ) { tw.fraud_detection.feels_unsafe_end_early.value = ""True"" ; }

else { tw.fraud_detection.feels_unsafe_end_early.value = ""False"" ; }",True,,a0R8Y00000qxoOiUAI,1,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3LUAQ,lied_yes_no,Pensez-vous que cette famille a menti sur quelque chose? [Unawaza hiyi jamii ili danganya?],,,False,,a0R8Y00000qxoOiUAI,3,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3MUAQ,security_yes_no,Avez-vous des problèmes de sécurité avec ce foyer? [Je! Una shida yoyote ya usalama na kaya (nyumba) hii?],,,False,,a0R8Y00000qxoOiUAI,5,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3SUAQ,leave_early_mairie_yes_no,Y a-t-il un numéro de la mairie sur la maison? [Je! Unaona namba iliyopewa na offisi ya meya kwenye nyumba?],,,False,,a0R8Y00000qxoOkUAI,7,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3NUAQ,security_which,Quelles sont vos préoccupations en matière de sécurité? [Shida gani ya usalama unayo?],,,False,,a0R8Y00000qxoOiUAI,6,,True,a0e8Y00000IZYo5QAH,False,checkbox
a0R8Y00000qxo3OUAQ,is_household_description_filled,Is Youth Y/N Filled? - for Household object,Calculation,"if ( tw.drill_down.is_youth_yn_filled_pulled_down.value == ""True2"" ) 
{ tw.conclusion.is_household_description_filled.value = ""True2"" ; }

else if ( tw.hh_presence.youths_yes_no.value == ""Oui, l’enquêté confirme qu'il y a des jeunes dans ce ménage (peut inclure l’enquêté) [Ndio, mhojiwa anakubali kwamba kuna vijana katika nyumba hii (inaweza kujumuisha mhojiwa)]"" || tw.hh_presence.youths_yes_no.value == ""Non, l’enquêté confirme qu'il n'y a pas de jeunes dans ce ménage [Apana, mhojiwa anakubali kuwa hakuna vijana katika nyumba hii]"" || tw.hh_presence.youths_yes_no.value == ""Personne ici présent sait [Hakuna yeyote hapa anajua]"" )
{ tw.conclusion.is_household_description_filled.value = ""True2"" ; }

else { tw.conclusion.is_household_description_filled.value = ""False2"" ; }",True,,a0R8Y00000qxoOkUAI,2,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3PUAQ,should_conc_be_limited,Should Description Show - Calculation,Calculation,"if ( ( tw.participation_and_consent.above_18_other_later_yes_no.value == ""Oui [Ndiyo]"" || tw.participation_and_consent.refusing_household_position.value == ""Non [Hapana]"" || tw.locating_the_household.abandoned_yes_no.value == ""Non [Hapana]"" || tw.participation_and_consent.fo_upfront_leave_yes_no.value == ""Non [Hapana]"" || tw.hh_presence.youths_yes_no.value == ""Oui, l’enquêté confirme qu'il y a des jeunes dans ce ménage (peut inclure l’enquêté) [Ndio, mhojiwa anakubali kwamba kuna vijana katika nyumba hii (inaweza kujumuisha mhojiwa)]"" ) &amp;&amp; ( tw.drill_down.house_description_pulled_down.value == null || tw.drill_down.house_description_pulled_down.value == 'null' || tw.drill_down.house_description_pulled_down.value == "" "" ) )

{ tw.conclusion.should_conc_be_limited.value = ""True""; }

else {tw.conclusion.should_conc_be_limited.value = ""False"";}",True,,a0R8Y00000qxoOkUAI,3,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3QUAQ,early_mairie_number_show_calculation,Should End Early Mairie Number Show? - Calculation,Calculation,"if ( ( tw.participation_and_consent.above_18_other_later_yes_no.value == ""Oui [Ndiyo]"" || tw.participation_and_consent.refusing_household_position.value == ""Non [Hapana]"" || tw.locating_the_household.abandoned_yes_no.value == ""Non [Hapana]"" || tw.participation_and_consent.fo_upfront_leave_yes_no.value == ""Oui [Ndiyo]"" ) &amp;&amp; ( tw.drill_down.mairie_number_pulled_down.value == null || tw.drill_down.mairie_number_pulled_down.value == 'null' || tw.drill_down.mairie_number_pulled_down.value == "" "" ) )
{ tw.conclusion.early_mairie_number_show_calculation.value = ""True"" ; }

else { tw.conclusion.early_mairie_number_show_calculation.value = ""False"" ; }",True,,a0R8Y00000qxoOkUAI,4,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3RUAQ,should_mairie_number_show_calculation,Should Mairie Number Show? - Calculation,Calculation,"if ( tw.conclusion.early_mairie_number_show_calculation.value == ""False"" &amp;&amp; tw.hh_presence.youths_yes_no.value == ""Oui, l’enquêté confirme qu'il y a des jeunes dans ce ménage (peut inclure l’enquêté) [Ndio, mhojiwa anakubali kwamba kuna vijana katika nyumba hii (inaweza kujumuisha mhojiwa)]"" &amp;&amp; ( tw.drill_down.mairie_number_pulled_down.value == null || tw.drill_down.mairie_number_pulled_down.value == 'null' || tw.drill_down.mairie_number_pulled_down.value == "" "" ) )
{ tw.conclusion.should_mairie_number_show_calculation.value = ""True"" ; }

else { tw.conclusion.should_mairie_number_show_calculation.value = ""False"" ; }",True,,a0R8Y00000qxoOkUAI,5,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3TUAQ,leave_early_other_num_yes_no,Y a-t-il le numéro donné par une autre autorité sur la maison? [Je! Unaona namba iliyo pewa na offisi yengine kwenye nyumba?],,,False,,a0R8Y00000qxoOkUAI,12,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxoAeUAI,device_id,IMEI - for Survey Attempt Object,Calculation,tw.youth_data.current.device_id.value = tw.getIMEI();,True,,a0R8Y00000qxoOGUAY,73,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoAfUAI,gps_location,Veuillez saisir les coordonnées GPS à l'entrée de la maison. [Tafadhali pata kuratibu za GPS kwa kuingiya mlangoni mwa nyumba.],,,False,,a0R8Y00000qxoOkUAI,1,,True,a0e8Y00000IZYo5QAH,False,gps-location
a0R8Y00000qxoAiUAI,token_number,Token Number,Calculation,"var token = "" "" ; 
var dateint = new Date().getTime() ; 
var datestr = dateint.toString() ; 
var date = datestr.substring(8) ; 

var deviceidlong = tw.getIMEI() ; 
var deviceidstr = deviceidlong.toString() ; 
var deviceidshort = deviceidstr.substring(13) ; 
var token = date + ""-"" + deviceidshort ; 

if ( tw.drill_down.token_number_pulled_down.value !== null )
{ tw.locating_the_household.token_number.value = tw.drill_down.token_number_pulled_down.value ; }

else if (tw.locating_the_household.token_number.value == null)
{ tw.locating_the_household.token_number.value = token ; }",True,,a0R8Y00000qxoO5UAI,1,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoAjUAI,account_name,Account Name - for Household Object,Calculation,tw.locating_the_household.account_name.value = tw.locating_the_household.token_number.value ;,True,,a0R8Y00000qxoO5UAI,2,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoAkUAI,hh_id,Household ID - for Household Object,,,True,,a0R8Y00000qxoO5UAI,3,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoAlUAI,abandoned_reason,Pourquoi pensez-vous que personne ne vit dans cette maison? [Je! Unafikiri hakuna mtu anayeishi katika nyumba hii juu ya nini?],,,False,,a0R8Y00000qxoO5UAI,7,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoAmUAI,revisit_when,Vers quel jour pensez-vous que nous devrions revenir? [Je! Siku gani muna waza tuna weza ku rudi?],Validation,"var dt = tw.participation_and_consent.revisit_when.value ; 
if (dt.getFullYear() &lt;=2018) {throw ""Le moment de la visite suivante ne peut pas être dans le passé! [Wakati wa kurudi hauwezi kuwa kwa muda iliyo pita!]"" ;}
else if (dt.getFullYear() == 2019 &amp;&amp; dt.getMonth() &lt;7) {throw ""Le moment de la visite suivante ne peut pas être dans le passé! [Wakati wa kurudi hauwezi kuwa kwa muda iliyo pita!]"" ;}",False,,a0R8Y00000qxoO7UAI,9,,True,a0e8Y00000IZYo5QAH,False,date-date
a0R8Y00000qxoAoUAI,read_5,LIRE À L'ENQUETE: [SOMA KWA MUTU UNAYE MUSWALI:],,,False,"PAR MA SIGNATURE, JE CONFIRME QUE J'AI LU OU REÇU L'INTERPRÉTATION DE CE QUI SUIT DANS UNE LANGUE QUE JE COMPRENDS LES TERMES ET CONDITIONS CI-DESSOUS (Je me réserve le droit de se plaindre à ce sujet).

Je comprends que le but de cette collecte est d'identifier les jeunes dans le ménage, et j'accorde aux enquêteurs de l'ITM et à leurs partenaires le droit d'utiliser les informations collectées aux fins prévues. Je suis conscient que ma participation à cette enquête est volontaire.

Je reconnais que j'ai été pleinement informé et que j'ai choisi de ne pas recevoir les conseils de l'avocat à cet égard. Je comprends que j'ai le droit de savoir avec qui ces données ont été partagées et/ou de demander que les informations me concernant soient modifiées ou supprimées, bien que cela puisse annuler ma participation à un programme potentiel qui résulterait de ma participation.

[KWA MUHURI YANGU, NINASEMA KWAMBA NILISOMA AO KWAMBA NILISIKIYA KWA LUGHA NINAYO ELEWA MASHARTI ZIFWATAZO (Nina haki ya kulalamika juu ya hili).

Ninaelewa kuwa shabaa ya utafiti huu ni kuwajua vijana katika nyumba, na ninawapa wachunguzi wa USAID na wenzi wao haki ya kutumia habari iliyokusanywa kwa shabaa ambayo wanaamua. Ninajua kuwa ushiriki wangu katika utafiti huu ni kwa kupenda kwangu.

Ninakiri kuwa nimeeleweshwa kikamilifu na nimeamua kutopokea ushauri wa washauri (wenye siasa) katika suala hili. Ninaelewa kuwa nina haki ya kujua nani data hii imeshirikiwa kwake / ao kuomba kwamba habari juu yangu ibadilishwe ao kuvutwa, ingawa hii inaweza kutosha ushiriki wangu katika mpango unaoweza kutokea baadaye.]",a0R8Y00000qxoO7UAI,16,,True,a0e8Y00000IZYo5QAH,False,picture
a0R8Y00000qxo3UUAQ,dif_num_yes_no,Est-ce que cette maison a un numéro de maison attribué par une autre autorité? [Je! Nyumba hii ina namba ya nyumba iliyopewa na mamlaka tofauti?],,,False,,a0R8Y00000qxoOkUAI,13,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3VUAQ,mairie_yes_no,Cette maison a-t-elle un numéro attribué par la mairie? [Je! Nyumba hii ina nambari aliyopewa na ukumbi (meya) wa jiji?],,,False,,a0R8Y00000qxoOkUAI,8,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3WUAQ,other_number_assigner,Qui a attribué cet autre numéro? [Nani mtowaji wa namba nyingine hii?],,,False,,a0R8Y00000qxoOkUAI,17,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3XUAQ,does_hh_have_mairie,Has Mairie Number? - Calculation,Calculation,"if ( tw.conclusion.leave_early_mairie_yes_no.value == ""Oui [Ndiyo]"" || tw.conclusion.mairie_yes_no.value == ""Oui [Ndiyo]"" )
{ tw.conclusion.does_hh_have_mairie.value = ""True"" ; }

else { tw.conclusion.does_hh_have_mairie.value = ""False"" ; }",True,,a0R8Y00000qxoOkUAI,19,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxo3YUAQ,does_hh_have_other_num,Has Other Household Number? - Calculation,Calculation,"if ( tw.conclusion.leave_early_other_num_yes_no.value == ""Oui [Ndiyo]"" || tw.conclusion.dif_num_yes_no.value == ""Oui [Ndiyo]"" )
{ tw.conclusion.does_hh_have_other_num.value = ""True"" ; }

else { tw.conclusion.does_hh_have_other_num.value = ""False"" ; }",True,,a0R8Y00000qxoOkUAI,20,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxoAgUAI,notes,"Veuillez inscrire toutes les notes supplémentaires ou tous les cas spéciaux qui, à votre avis, valent la peine d'être notés: [Tafadhali ingiza maelezo yoyote ya zaidi ao kesi maalum ambazo unafikiri zinafaa kuzingatia:]",,,False,,a0R8Y00000qxoOkUAI,22,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxo3ZUAQ,is_first_visit_nah,Is First Visit NAH? - Calculation,Calculation,"var firstvisit = tw.drill_down.is_first_visit_nah_pulled_down.value ;

if ( firstvisit !== null ) { tw.conclusion.is_first_visit_nah.value = firstvisit ; }

else if ( tw.drill_down.is_first_visit_calculation.value == ""True2"" &amp;&amp; ( tw.locating_the_household.abandoned_yes_no.value == ""Non [Hapana]"" || tw.participation_and_consent.above_18_yes_no.value == ""Personne n'a 18 ou plus [Hakuna mtu aliye na miaka 18+]"" || tw.participation_and_consent.refusing_household_position.value == ""Non [Hapana]"" ) ) { tw.conclusion.is_first_visit_nah.value = ""True2"" ; }

else { tw.conclusion.is_first_visit_nah.value = ""False2"" ; }",True,,a0R8Y00000qxoOkUAI,26,,True,a0e8Y00000IZYo5QAH,False,radio
a0R8Y00000qxoAnUAI,read_3,LIRE À L'ENQUETE: [SOMA KWA MUTU UNAYE MUSWALI:],,,False,"PAR MA SIGNATURE, JE CONFIRME QUE J'AI LU OU QUE J'AI REÇU L'INTERPRÉTATION DE CE QUI SUIT DANS UNE LANGUE QUE JE COMPRENDS ET QUE JE COMPRENDS LES TERMES ET CONDITIONS CI-DESSOUS. 

Je comprends que le but de cette collecte est d'identifier les jeunes dans le ménage, et j'ai refusé d'accorder à l'ITM et leurs partenaires le droit d'utiliser les renseignements recueillis aux fins prévues.

[KWA MUHURI YANGU, NINA HAKIKISHA KWAMBA NILISOMA AO NILISIKIYA KWA LUGHA NINAYO ELEWA NA KWAMBA NIME ELEWA MASHARTI ZIFWATAZO

Ninaelewa kuwa niya ya utafiti huu ni kuwajua vijana katika nyumba na nimekataa kuwapa wachunguzi wa ITM na wenzi wao haki ya kutumia habari iliyokusanywa kwa utafiti huu. ]",a0R8Y00000qxoO7UAI,15,,True,a0e8Y00000IZYo5QAH,False,picture
a0R8Y00000qxoAhUAI,start_time,Start Time,Calculation,var startTime = new Date() ; if ( tw.drill_down.start_time.value == null || tw.drill_down.start_time.value === '' || tw.drill_down.start_time.value == 'null' ) { tw.drill_down.start_time.value = startTime ; },True,,a0R8Y00000qxoNkUAI,27,,True,a0e8Y00000IZYo5QAH,False,date-datetime
a0R8Y00000qxoApUAI,reason_refusing_other_entry,Veuillez décrire l'autre raison: [Tafadhali eleza sababu nyingine:],,,False,,a0R8Y00000qxoO7UAI,18,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoAqUAI,refusing_name_entry,Quel est le nom de la personne qui refuse de participer au sondage? [Je! Ni nani jina la mtu ambaye anakataa kushiriki katika uchunguzi?],,,False,,a0R8Y00000qxoO7UAI,19,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoArUAI,respondent_name,Quel est votre nom complet? [Jina lako kamili ni nini?],,,False,,a0R8Y00000qxoOBUAY,2,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoAsUAI,youth_amt,Combien de jeunes nés entre 1994 et 2000 vivent dans ce ménage? [Je! Ni vijana wangapi waliozaliwa kati ya 1994 na 2000 wanaishi katika kaya hii?],Validation,"if (tw.hh_presence.youth_amt.value &gt;=8) {throw ""Cet enquête permet d'avoir un maximum de 7 jeunes. Veuillez entrer 7, même s'il y a plus de 7 jeunes dans ce ménage. [Utafiti huu huruhusu vijana 7 upeo. Tafadhali ingiza 7, hata ikiwa kuna vijana zaidi ya vijana katika kaya hii.]"" ;}

else if (tw.hh_presence.youth_amt.value &lt; 1) {throw ""Vous ne pouvez pas entrer 0 parce que vous avez indiqué qu'il y a des jeunes dans ce ménage! [Haiwezi kuwa na vijana zaidi ya kusema sasa kuliko kuna vijana katika nyumba!]"" ;}",False,,a0R8Y00000qxoOBUAY,5,,True,a0e8Y00000IZYo5QAH,False,number-integer
a0R8Y00000qxoAtUAI,resp_phone_num,"Quel est le numéro de téléphone portable principal? [Tafadhali, nipe namba yako ya kwanza?]",Validation,"var tendigitRegex = /^0[8,9]{1}\d{8}$/ ; 
if (!tendigitRegex.test(tw.hh_presence.resp_phone_num.value)) {throw ""Le numéro de téléphone doit commencer par 08 ou 09 et être composé de 10 chiffres sans tirets, espaces ou autres caractères spéciaux. [Nambari ya simu inapaswa kuanza na 08 au 09 na kuwa na nambari 10 bila nukta, nafasi ya ku achanisha, au herufi nyingine maalum.]"" ; }",False,,a0R8Y00000qxoOBUAY,7,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoAuUAI,resp_phone_num_2,Quel est le deuxième numéro de téléphone personnel? [Namba yako ya simu pili ya ni nini?],Validation,"var tendigitRegex = /^0[8,9]{1}\d{8}$/ ; 

if (!tendigitRegex.test(tw.hh_presence.resp_phone_num_2.value)) 

{throw ""Le numéro de téléphone doit commencer par 08 ou 09 et être composé de 10 chiffres sans tirets, espaces ou autres caractères spéciaux. [Nambari ya simu inapaswa kuanza na 08 au 09 na kuwa na nambari 10 bila nukta, nafasi ya ku achanisha, au herufi nyingine maalum.]"" ; }

else if (tw.hh_presence.resp_phone_num_2.value == tw.hh_presence.resp_phone_num.value) 

{throw ""Ce téléphone doit être différent du numéro de téléphone principal! [Tafadhali ingiza tena namba ya pili ya simu ya mwongozi wako!]"" ; }",False,,a0R8Y00000qxoOBUAY,8,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoAvUAI,test,Veuillez décrire d'autres: [Tafadhali eleza zingine]:,,,False,,a0R8Y00000qxoObUAI,3,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoAwUAI,youth_revisit,Vers quel jour pensez-vous que nous devrions revenir? [Je! Unafikiria tunapaswa kurudi siku gani?],Validation,"var dt = tw.participation_and_consent.revisit_when.value ; if (dt.getFullYear() &lt;=2018) {throw ""Le moment de la visite suivante ne peut pas être dans le passé! [Wakati wa kurudi hauwezi kuwa kwa muda iliyo pita!]"" ;} else if (dt.getFullYear() == 2019 &amp;&amp; dt.getMonth() &lt;7) {throw ""Le moment de la visite suivante ne peut pas être dans le passé! [Wakati wa kurudi hauwezi kuwa kwa muda iliyo pita!]"" ;}",False,,a0R8Y00000qxoObUAI,5,,True,a0e8Y00000IZYo5QAH,False,date-date
a0R8Y00000qxoAxUAI,photo,PHOTO: [PICHA:],,,False,,a0R8Y00000qxoOdUAI,7,,False,a0e8Y00000IZYo5QAH,False,picture
a0R8Y00000qxoAyUAI,house_pic,PHOTO: [PICHA:],,,False,,a0R8Y00000qxoOdUAI,9,,True,a0e8Y00000IZYo5QAH,False,picture
a0R8Y00000qxoAzUAI,lie_descript,Veuillez décrire le mensonge présumé: [Tafadhali eleza uwongo ulioshukiwa:],Validation,"var str = tw.fraud_detection.lie_descript.value ; 
var length = str.length ; if (length &lt; 25) {throw ""Minimum 25 caractères. Veuillez entrer plus d'informations pour cette description. [Kiwango cha chini cha herufi 25. Tafadhali ingiza zaidi kwa maelezo haya.]"" ;}",False,,a0R8Y00000qxoOiUAI,4,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoB0UAI,security_descript,Veuillez décrire l'autre problème de sécurité: [Tafadhali eleza wasiwasi mwingine wa usalama:],Validation,"var str = tw.fraud_detection.security_descript.value ; 
var length = str.length ; 
if (length &lt; 25) {throw ""Minimum 25 caractères. Veuillez entrer plus d'informations pour cette description. [Kiwango cha chini cha herufi 25. Tafadhali ingiza zaidi kwa maelezo haya.]"" ;}",False,,a0R8Y00000qxoOiUAI,7,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoB1UAI,mairie_num,Veuillez saisir le numéro de maison attribué par la mairie: [Tafadhali ingiza nambari ya nyumba uliyopewa na ukumbi wa jiji:],Validation,"var mairieRegex = /^[0-9]{2,3}[A-Z a-z]{1}$/ ;

var mairienumRegex = /^[0-9]{3}$/ ;

if (!mairieRegex.test(tw.conclusion.mairie_num.value) &amp;&amp; !mairienumRegex(tw.conclusion.mairie_num.value))

{throw ""Le format correct d'un numéro de mairie est de 2-3 chiffres suivis d'une lettre OU de 3 chiffres. Exemples: 12A ou 123A OU 123. [Fomati kweli ya namba ya meya iko na namba 2-3 ziki chindikizwa na erufi ama na namba 3. Mufano: 12A ama 123A ama 123A ama 123.]"" ;}",False,,a0R8Y00000qxoOkUAI,9,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoB2UAI,house_num_pic,PHOTO: [PICHA:],,,False,,a0R8Y00000qxoOkUAI,11,,True,a0e8Y00000IZYo5QAH,False,picture
a0R8Y00000qxoB3UAI,other_num_ind_entry,Veuillez saisir le numéro de maison non attribué par la mairie: [Numba ya chumba cha mea:],,,False,,a0R8Y00000qxoOkUAI,14,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoB4UAI,house_num_pic_2,PHOTO: [PICHA:],,,False,,a0R8Y00000qxoOkUAI,16,,True,a0e8Y00000IZYo5QAH,False,picture
a0R8Y00000qxoB5UAI,other_num_assigner_entry,Veuillez saisir l'autre attributaire de ce numéro: [Tafadhali ingiza mtoaji mwingine wa nambari hii:],,,False,,a0R8Y00000qxoOkUAI,18,,True,a0e8Y00000IZYo5QAH,False,text-short
